"PROJECT_ID","SUBPROJECT_ID","RESPONSE_UID","QUESTIONNAIREEVENT_ID","QUESTION_NUMBER","QUESTION_TEXT","QUESTION_SHORT","INDICATOR","MILESTONE_ID","MILESTONE_DESC","PROGRAMTYPE_ID","PROGRAM_NAME","PROGRAM_DESC","DESIGN_TEAM","DESIGNSTRATEGY_DESC","DISTRICT","DIVISION","RESPONSE","RESPONSEVALUE","RESPONSECLASS","RESPONSECLASS_DESC"
527,418,8146,709,32,"Did the deliverable meet established design milestone expectations?","DESIGN MILESTONE EXPECTATIONS","QA",5,"100% (Corrected Final Design)","2","CW","Civil Works","AE","Design-Bid-Build","SAA","SAD","Yes",1,"Positive","Response Valued > 0.8"
527,418,8147,709,33,"Is the design maturity sufficient to generate the required Class of estimate for this milestone? (Class 3 at 35%, Class 2 at 65%, and Class 1 at 95%/100%)","CLASS OF ESTIMATE","Cost",5,"100% (Corrected Final Design)","2","CW","Civil Works","AE","Design-Bid-Build","SAA","SAD","Yes",1,"Positive","Response Valued > 0.8"
527,418,8148,709,34,"Does the project have a current risk register?","RISK REGISTER","QA",5,"100% (Corrected Final Design)","2","CW","Civil Works","AE","Design-Bid-Build","SAA","SAD","Yes",1,"Positive","Response Valued > 0.8"
527,419,8151,710,1,"Is there an Engineering Technical Lead (TL) assigned to the project with an active professional registration (e.g., P.E., R.A., P.L.A., P.G., etc.) or waiver from the Chief of the District's Engineering Function?","ENGINEERING TECHNICAL LEADS","Team",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","SAA","SAD","Yes",1,"Positive","Response Valued > 0.8"
527,419,8152,710,2,"Does the design team have all the necessary members (i.e., technical disciplines) assigned given the project scope?","DESIGN TEAM MEMBERS","Team",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","SAA","SAD","Yes",1,"Positive","Response Valued > 0.8"
527,419,8153,710,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","REVIEW TEAM MEMBERS","Team",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","SAA","SAD","Yes",1,"Positive","Response Valued > 0.8"
527,419,8153,710,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","REVIEW TEAM MEMBERS","QA",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","SAA","SAD","Yes",1,"Positive","Response Valued > 0.8"
527,419,8153,710,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","REVIEW TEAM MEMBERS","QC",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","SAA","SAD","Yes",1,"Positive","Response Valued > 0.8"
527,419,8154,710,4,"Does the design team have sufficient relevant design experience with projects of similar scope and complexity?","RELEVANT DESIGN EXPERIENCE","Team",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","SAA","SAD","Yes",1,"Positive","Response Valued > 0.8"
510,413,8260,725,1,"Is there an Engineering Technical Lead (TL) assigned to the project with an active professional registration (e.g., P.E., R.A., P.L.A., P.G., etc.) or waiver from the Chief of the District's Engineering Function?","ENGINEERING TECHNICAL LEADS","Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","NWK","NWD","Yes",1,"Positive","Response Valued > 0.8"
510,413,8261,725,2,"Does the design team have all the necessary members (i.e., technical disciplines) assigned given the project scope?","DESIGN TEAM MEMBERS","Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","NWK","NWD","Yes",1,"Positive","Response Valued > 0.8"
510,413,8262,725,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","REVIEW TEAM MEMBERS","Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","NWK","NWD","Yes",1,"Positive","Response Valued > 0.8"
510,413,8262,725,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","REVIEW TEAM MEMBERS","QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","NWK","NWD","Yes",1,"Positive","Response Valued > 0.8"
510,413,8262,725,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","REVIEW TEAM MEMBERS","QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","NWK","NWD","Yes",1,"Positive","Response Valued > 0.8"
510,413,8263,725,5,"Are senior staff mentors assigned to all design team members with less than two years of professional design experience?","SENIOR STAFF MENTORS","Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","NWK","NWD","Yes",1,"Positive","Response Valued > 0.8"
510,413,8264,725,6,"Do the design and review team members have capacity to actively support  the project?","GOVERNMENT CAPACITY","Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","NWK","NWD","Yes",1,"Positive","Response Valued > 0.8"
266,211,8305,726,37,"Has there been turnover on your design or review team that may affect the team's ability to develop a quality product?","TURNOVER","Team",2,"35% (Concept Design)","1","SRM","Sustainment, Restoration and Maintenance","AE","Design-Bid-Build","POJ","POD","No",1,"Positive","Response Valued > 0.8"
510,413,8269,725,20,"Is the current design team schedule in alignment with the project schedule in the Project Management Plan (PMP)?","PROJECT SCHEDULE","Schedule",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","NWK","NWD","Yes",1,"Positive","Response Valued > 0.8"
266,211,8285,726,8,"Have the relevant permitting authorities been identified and engaged on the project?","PERMITTING AUTHORITIES","Team",2,"35% (Concept Design)","1","SRM","Sustainment, Restoration and Maintenance","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
266,211,8306,726,38,"What is your level of confidence in the quality of the engineering design efforts on this project?","OVERALL CONFIDENCE","Confidence",2,"35% (Concept Design)","1","SRM","Sustainment, Restoration and Maintenance","AE","Design-Bid-Build","POJ","POD","High",1,"Positive","Response Valued > 0.8"
170,116,8310,727,2,"Does the design team have all the necessary members (i.e., technical disciplines) assigned given the project scope?","DESIGN TEAM MEMBERS","Team",3,"65% (Intermediate Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
170,116,8323,727,28,"Has a Biddability, Constructability, Operability, Environmental, and Sustainability (BCOES) review been performed in compliance with the ER?","BCOES","QC",3,"65% (Intermediate Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
170,116,8324,727,37,"Has there been turnover on your design or review team that may affect the team's ability to develop a quality product?","TURNOVER","Team",3,"65% (Intermediate Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","No",1,"Positive","Response Valued > 0.8"
565,469,8444,733,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","REVIEW TEAM MEMBERS","Team",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","SWG","SWD","Yes",1,"Positive","Response Valued > 0.8"
565,469,8444,733,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","REVIEW TEAM MEMBERS","QA",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","SWG","SWD","Yes",1,"Positive","Response Valued > 0.8"
565,469,8444,733,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","REVIEW TEAM MEMBERS","QC",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","SWG","SWD","Yes",1,"Positive","Response Valued > 0.8"
565,469,8442,733,1,"Is there an Engineering Technical Lead (TL) assigned to the project with an active professional registration (e.g., P.E., R.A., P.L.A., P.G., etc.) or waiver from the Chief of the District's Engineering Function?","ENGINEERING TECHNICAL LEADS","Team",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","SWG","SWD","Yes",1,"Positive","Response Valued > 0.8"
565,469,8443,733,2,"Does the design team have all the necessary members (i.e., technical disciplines) assigned given the project scope?","DESIGN TEAM MEMBERS","Team",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","SWG","SWD","Yes",1,"Positive","Response Valued > 0.8"
565,469,8445,733,4,"Does the design team have sufficient relevant design experience with projects of similar scope and complexity?","RELEVANT DESIGN EXPERIENCE","Team",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","SWG","SWD","Yes",1,"Positive","Response Valued > 0.8"
267,212,8639,757,7,"Have the relevant Mandatory Centers of Expertise (MCX), Technical Centers of Expertise (TCX), and/or Centers of Standardization (COS) been identified and engaged on the project?","CENTERS OF EXPERTISE AND STANDARDIZATION","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","No",0,"Negative","Response Valued < 0.50"
568,475,8507,667,18,"Does the project schedule include sufficient time to complete engineering investigations and surveys (e.g., cultural, geotechnical, environmental, hazardous materials, etc.) in time to adequately inform the design?","ENGINEERING INVESTIGATIONS","Schedule",3,"65% (Intermediate Design)","2","CW","Civil Works","Brokered with another District","Design-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
568,475,8508,667,21,"Does the project have a current, approved project-specific Quality Management Plan (QMP)/Review Plan (RP)?","APPROVED QMP/RP","QA",3,"65% (Intermediate Design)","2","CW","Civil Works","Brokered with another District","Design-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
568,475,8508,667,21,"Does the project have a current, approved project-specific Quality Management Plan (QMP)/Review Plan (RP)?","APPROVED QMP/RP","QC",3,"65% (Intermediate Design)","2","CW","Civil Works","Brokered with another District","Design-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
416,337,8511,734,16,"Does the project schedule include sufficient design time to accomplish all  design related milestones?","SUFFICIENT MILESTONE TIME","Schedule",1,"15% (Project Initiation)","1","MILOTHER","Other","In-House","Design-Bid-Build","NAP","NAD","No",0,"Negative","Response Valued < 0.50"
416,337,8512,734,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","DESIGN DEVIATIONS","Schedule",1,"15% (Project Initiation)","1","MILOTHER","Other","In-House","Design-Bid-Build","NAP","NAD","Yes",1,"Positive","Response Valued > 0.8"
416,337,8512,734,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","DESIGN DEVIATIONS","Cost",1,"15% (Project Initiation)","1","MILOTHER","Other","In-House","Design-Bid-Build","NAP","NAD","Yes",1,"Positive","Response Valued > 0.8"
416,337,8512,734,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","DESIGN DEVIATIONS","Scope",1,"15% (Project Initiation)","1","MILOTHER","Other","In-House","Design-Bid-Build","NAP","NAD","Yes",1,"Positive","Response Valued > 0.8"
267,212,8640,757,8,"Have the relevant permitting authorities been identified and engaged on the project?","PERMITTING AUTHORITIES","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
267,212,8641,757,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","DESIGN DEVIATIONS","Schedule",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
267,212,8641,757,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","DESIGN DEVIATIONS","Cost",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
267,212,8641,757,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","DESIGN DEVIATIONS","Scope",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
267,212,8642,757,13,"Have lessons learned been evaluated and incorporated into the design?","LESSONS LEARNED","Scope",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
267,212,8654,757,27,"Have all models gone through a rigorous QC process? (e.g., a ""red dot"" review, clash detection, etc.)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","RIGOROUS MODEL REVIEW","QC",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
267,212,8655,757,28,"Has a Biddability, Constructability, Operability, Environmental, and Sustainability (BCOES) review been performed in compliance with the ER?","BCOES","QC",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
267,212,8656,757,31,"Does the design adequately accomplish the project scope, intent, and functional and technical objectives as defined in the current Project Management Plan (PMP)?","PROJECT SCOPE ACCOMPLISHED","Scope",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
267,212,8657,757,32,"Did the deliverable meet established design milestone expectations?","DESIGN MILESTONE EXPECTATIONS","QA",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
267,212,8658,757,33,"Is the design maturity sufficient to generate the required Class of estimate for this milestone? (Class 3 at 35%, Class 2 at 65%, and Class 1 at 95%/100%)","CLASS OF ESTIMATE","Cost",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
267,212,8659,757,34,"Does the project have a current risk register?","RISK REGISTER","QA",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
267,212,8660,757,35,"Was the project budget verified with a Cost Schedule Risk Analysis (CSRA) at concept design (i.e., 35%)?","DOD CONSTRUCTION AGENT","Cost",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
267,212,8661,757,37,"Has there been turnover on your design or review team that may affect the team's ability to develop a quality product?","TURNOVER","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Marginal",0.5,"Marginal","Response Valued greater than or equal to 0.50 and < 0.80"
267,212,8662,757,38,"What is your level of confidence in the quality of the engineering design efforts on this project?","OVERALL CONFIDENCE","Confidence",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","High",1,"Positive","Response Valued > 0.8"
132,100,8689,774,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","REVIEW TEAM MEMBERS","Team",1,"15% (Project Initiation)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
132,100,8689,774,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","REVIEW TEAM MEMBERS","QA",1,"15% (Project Initiation)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
132,100,8689,774,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","REVIEW TEAM MEMBERS","QC",1,"15% (Project Initiation)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
132,100,8690,774,4,"Does the design team have sufficient relevant design experience with projects of similar scope and complexity?","RELEVANT DESIGN EXPERIENCE","Team",1,"15% (Project Initiation)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
132,100,8691,774,5,"Are senior staff mentors assigned to all design team members with less than two years of professional design experience?","SENIOR STAFF MENTORS","Team",1,"15% (Project Initiation)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
132,100,8692,774,7,"Have the relevant Mandatory Centers of Expertise (MCX), Technical Centers of Expertise (TCX), and/or Centers of Standardization (COS) been identified and engaged on the project?","CENTERS OF EXPERTISE AND STANDARDIZATION","Team",1,"15% (Project Initiation)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
132,100,8693,774,8,"Have the relevant permitting authorities been identified and engaged on the project?","PERMITTING AUTHORITIES","Team",1,"15% (Project Initiation)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
132,100,8700,774,18,"Does the project schedule include sufficient time to complete engineering investigations and surveys (e.g., cultural, geotechnical, environmental, hazardous materials, etc.) in time to adequately inform the design?","ENGINEERING INVESTIGATIONS","Schedule",1,"15% (Project Initiation)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
132,100,8701,774,19,"Does the project schedule include sufficient time to complete permitting process(es)?","PERMITTING","Schedule",1,"15% (Project Initiation)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
132,100,8702,774,20,"Is the current design team schedule in alignment with the project schedule in the Project Management Plan (PMP)?","PROJECT SCHEDULE","Schedule",1,"15% (Project Initiation)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
132,100,8703,774,34,"Does the project have a current risk register?","RISK REGISTER","QA",1,"15% (Project Initiation)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
132,100,8705,774,38,"What is your level of confidence in the quality of the engineering design efforts on this project?","OVERALL CONFIDENCE","Confidence",1,"15% (Project Initiation)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","High",1,"Positive","Response Valued > 0.8"
132,100,8706,774,6,"Do the design and review team members have capacity to actively support  the project?","GOVERNMENT CAPACITY","Team",1,"15% (Project Initiation)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
132,100,8707,774,9,"Are the assumptions made during planning/programming still valid (e.g., real estate, environmental, geotechnical, hydraulics and hydrology, survey, and other pertinent assumptions)?","PLANNING/PROGRAMMING ASSUMPTIONS","Scope",1,"15% (Project Initiation)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
276,221,8719,793,9,"Are the assumptions made during planning/programming still valid (e.g., real estate, environmental, geotechnical, hydraulics and hydrology, survey, and other pertinent assumptions)?","PLANNING/PROGRAMMING ASSUMPTIONS","Scope",1,"15% (Project Initiation)","1","SRM","Sustainment, Restoration and Maintenance","AE","Design-Bid-Build","POJ","POD","No",0,"Negative","Response Valued < 0.50"
276,221,8720,793,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","DESIGN DEVIATIONS","Schedule",1,"15% (Project Initiation)","1","SRM","Sustainment, Restoration and Maintenance","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
276,221,8720,793,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","DESIGN DEVIATIONS","Cost",1,"15% (Project Initiation)","1","SRM","Sustainment, Restoration and Maintenance","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
276,221,8720,793,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","DESIGN DEVIATIONS","Scope",1,"15% (Project Initiation)","1","SRM","Sustainment, Restoration and Maintenance","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
276,221,8721,793,13,"Have lessons learned been evaluated and incorporated into the design?","LESSONS LEARNED","Scope",1,"15% (Project Initiation)","1","SRM","Sustainment, Restoration and Maintenance","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
276,221,8722,793,14,"Did the Project Delivery Team (PDT) establish design expectations by milestone and communicate those in the Project Management Plan (PMP), Architect-Engineer (A-E) contract, and/or brokered work agreement, etc.?","MILESTONE EXPECTATIONS","Scope",1,"15% (Project Initiation)","1","SRM","Sustainment, Restoration and Maintenance","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
276,221,8723,793,15,"Does the project schedule include all standard practice design milestones?","SCHEDULED DESIGN MILESTONES","Schedule",1,"15% (Project Initiation)","1","SRM","Sustainment, Restoration and Maintenance","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
276,221,8724,793,16,"Does the project schedule include sufficient design time to accomplish all  design related milestones?","SUFFICIENT MILESTONE TIME","Schedule",1,"15% (Project Initiation)","1","SRM","Sustainment, Restoration and Maintenance","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
276,221,8725,793,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","QC/QA","Schedule",1,"15% (Project Initiation)","1","SRM","Sustainment, Restoration and Maintenance","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
276,221,8725,793,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","QC/QA","QA",1,"15% (Project Initiation)","1","SRM","Sustainment, Restoration and Maintenance","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
276,221,8725,793,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","QC/QA","QC",1,"15% (Project Initiation)","1","SRM","Sustainment, Restoration and Maintenance","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
276,221,8726,793,18,"Does the project schedule include sufficient time to complete engineering investigations and surveys (e.g., cultural, geotechnical, environmental, hazardous materials, etc.) in time to adequately inform the design?","ENGINEERING INVESTIGATIONS","Schedule",1,"15% (Project Initiation)","1","SRM","Sustainment, Restoration and Maintenance","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
276,221,8727,793,19,"Does the project schedule include sufficient time to complete permitting process(es)?","PERMITTING","Schedule",1,"15% (Project Initiation)","1","SRM","Sustainment, Restoration and Maintenance","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
276,221,8728,793,20,"Is the current design team schedule in alignment with the project schedule in the Project Management Plan (PMP)?","PROJECT SCHEDULE","Schedule",1,"15% (Project Initiation)","1","SRM","Sustainment, Restoration and Maintenance","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
276,221,8729,793,34,"Does the project have a current risk register?","RISK REGISTER","QA",1,"15% (Project Initiation)","1","SRM","Sustainment, Restoration and Maintenance","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
457,367,8734,813,1,"Is there an Engineering Technical Lead (TL) assigned to the project with an active professional registration (e.g., P.E., R.A., P.L.A., P.G., etc.) or waiver from the Chief of the District's Engineering Function?","ENGINEERING TECHNICAL LEADS","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","NAB","NAD","Yes",1,"Positive","Response Valued > 0.8"
457,367,8735,813,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","REVIEW TEAM MEMBERS","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","NAB","NAD","Yes",1,"Positive","Response Valued > 0.8"
457,367,8735,813,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","REVIEW TEAM MEMBERS","QA",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","NAB","NAD","Yes",1,"Positive","Response Valued > 0.8"
457,367,8735,813,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","REVIEW TEAM MEMBERS","QC",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","NAB","NAD","Yes",1,"Positive","Response Valued > 0.8"
457,367,8736,813,2,"Does the design team have all the necessary members (i.e., technical disciplines) assigned given the project scope?","DESIGN TEAM MEMBERS","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","NAB","NAD","Yes",1,"Positive","Response Valued > 0.8"
457,367,8737,813,4,"Does the design team have sufficient relevant design experience with projects of similar scope and complexity?","RELEVANT DESIGN EXPERIENCE","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","NAB","NAD","Yes",1,"Positive","Response Valued > 0.8"
457,367,8738,813,5,"Are senior staff mentors assigned to all design team members with less than two years of professional design experience?","SENIOR STAFF MENTORS","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","NAB","NAD","Yes",1,"Positive","Response Valued > 0.8"
457,367,8739,813,6,"Do the design and review team members have capacity to actively support  the project?","GOVERNMENT CAPACITY","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","NAB","NAD","Yes",1,"Positive","Response Valued > 0.8"
457,367,8740,813,7,"Have the relevant Mandatory Centers of Expertise (MCX), Technical Centers of Expertise (TCX), and/or Centers of Standardization (COS) been identified and engaged on the project?","CENTERS OF EXPERTISE AND STANDARDIZATION","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","NAB","NAD","Yes",1,"Positive","Response Valued > 0.8"
457,367,8741,813,8,"Have the relevant permitting authorities been identified and engaged on the project?","PERMITTING AUTHORITIES","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","NAB","NAD","Yes",1,"Positive","Response Valued > 0.8"
457,367,8742,813,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","DESIGN DEVIATIONS","Schedule",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","NAB","NAD","Yes",1,"Positive","Response Valued > 0.8"
457,367,8742,813,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","DESIGN DEVIATIONS","Cost",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","NAB","NAD","Yes",1,"Positive","Response Valued > 0.8"
457,367,8742,813,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","DESIGN DEVIATIONS","Scope",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","NAB","NAD","Yes",1,"Positive","Response Valued > 0.8"
457,367,8743,813,13,"Have lessons learned been evaluated and incorporated into the design?","LESSONS LEARNED","Scope",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","NAB","NAD","Yes",1,"Positive","Response Valued > 0.8"
457,367,8744,813,15,"Does the project schedule include all standard practice design milestones?","SCHEDULED DESIGN MILESTONES","Schedule",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","NAB","NAD","Yes",1,"Positive","Response Valued > 0.8"
457,367,8745,813,16,"Does the project schedule include sufficient design time to accomplish all  design related milestones?","SUFFICIENT MILESTONE TIME","Schedule",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","NAB","NAD","Yes",1,"Positive","Response Valued > 0.8"
