"PROJECT_ID","PROJECT_NAME","SUBPROJECT_ID","SUBPROJECT_NAME","RESPONSE_UID","QUESTIONNAIREEVENT_ID","QUESTION_NUMBER","QUESTION_TEXT","INDICATOR","MILESTONE_ID","MILESTONE_DESC","PROGRAMTYPE_ID","PROGRAM_NAME","PROGRAM_DESC","DESIGN_TEAM","DESIGNSTRATEGY_DESC","DISTRICT","DIVISION","RESPONSE","RESPONSEVALUE","RESPONSECLASS","RESPONSECLASS_DESC"
337,"SKG001 Skagway River Levee Rehabilitation",270,"- (IHDBB)",6060,534,20,"Is the current design team schedule in alignment with the project schedule in the Project Management Plan (PMP)?","Schedule",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
337,"SKG001 Skagway River Levee Rehabilitation",270,"- (IHDBB)",6065,534,27,"Have all models gone through a rigorous QC process? (e.g., a ""red dot"" review, clash detection, etc.)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
337,"SKG001 Skagway River Levee Rehabilitation",270,"- (IHDBB)",6068,534,31,"Does the design adequately accomplish the project scope, intent, and functional and technical objectives as defined in the current Project Management Plan (PMP)?","Scope",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
337,"SKG001 Skagway River Levee Rehabilitation",270,"- (IHDBB)",6069,534,32,"Did the deliverable meet established design milestone expectations?","QA",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
337,"SKG001 Skagway River Levee Rehabilitation",270,"- (IHDBB)",6071,534,18,"Does the project schedule include sufficient time to complete engineering investigations and surveys (e.g., cultural, geotechnical, environmental, hazardous materials, etc.) in time to adequately inform the design?","Schedule",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","POA","POD","No",0,"Negative","Response Valued < 0.50"
99,"B-21: ADAL Flight Simulator, Phase 2",181,"Design",6077,535,1,"Is there an Engineering Technical Lead (TL) assigned to the project with an active professional registration (e.g., P.E., R.A., P.L.A., P.G., etc.) or waiver from the Chief of the District's Engineering Function?","Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Build","NWO","NWD","Yes",1,"Positive","Response Valued > 0.8"
99,"B-21: ADAL Flight Simulator, Phase 2",181,"Design",6079,535,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Build","NWO","NWD","Yes",1,"Positive","Response Valued > 0.8"
99,"B-21: ADAL Flight Simulator, Phase 2",181,"Design",6079,535,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Build","NWO","NWD","Yes",1,"Positive","Response Valued > 0.8"
99,"B-21: ADAL Flight Simulator, Phase 2",181,"Design",6079,535,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Build","NWO","NWD","Yes",1,"Positive","Response Valued > 0.8"
99,"B-21: ADAL Flight Simulator, Phase 2",181,"Design",6081,535,6,"Do the design and review team members have capacity to actively support  the project?","Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Build","NWO","NWD","Yes",1,"Positive","Response Valued > 0.8"
99,"B-21: ADAL Flight Simulator, Phase 2",181,"Design",6083,535,13,"Have lessons learned been evaluated and incorporated into the design?","Scope",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Build","NWO","NWD","Yes",1,"Positive","Response Valued > 0.8"
99,"B-21: ADAL Flight Simulator, Phase 2",181,"Design",6088,535,38,"What is your level of confidence in the quality of the engineering design efforts on this project?","Confidence",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Build","NWO","NWD","High",1,"Positive","Response Valued > 0.8"
476,"Chickamauga Lock Replacement",391,"AWD",6115,536,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","Team",5,"100% (Corrected Final Design)","2","CW","Civil Works","Hybrid","Design-Bid-Build","LRN","LRD","Yes",1,"Positive","Response Valued > 0.8"
476,"Chickamauga Lock Replacement",391,"AWD",6115,536,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","QA",5,"100% (Corrected Final Design)","2","CW","Civil Works","Hybrid","Design-Bid-Build","LRN","LRD","Yes",1,"Positive","Response Valued > 0.8"
476,"Chickamauga Lock Replacement",391,"AWD",6115,536,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","QC",5,"100% (Corrected Final Design)","2","CW","Civil Works","Hybrid","Design-Bid-Build","LRN","LRD","Yes",1,"Positive","Response Valued > 0.8"
476,"Chickamauga Lock Replacement",391,"AWD",6121,536,26,"Have all specifications gone through a rigorous QC process? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",5,"100% (Corrected Final Design)","2","CW","Civil Works","Hybrid","Design-Bid-Build","LRN","LRD","Yes",1,"Positive","Response Valued > 0.8"
476,"Chickamauga Lock Replacement",391,"AWD",6122,536,25,"Have all critical graphics/plans gone through a rigorous QC process (e.g., a ""red dot"" review)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",5,"100% (Corrected Final Design)","2","CW","Civil Works","Hybrid","Design-Bid-Build","LRN","LRD","Yes",1,"Positive","Response Valued > 0.8"
476,"Chickamauga Lock Replacement",391,"AWD",6127,536,6,"Do the design and review team members have capacity to actively support  the project?","Team",5,"100% (Corrected Final Design)","2","CW","Civil Works","Hybrid","Design-Bid-Build","LRN","LRD","No",0,"Negative","Response Valued < 0.50"
489,"Replace Deteriorated Bridge Stringer",397,"Replace Deteriorated Bridge Stringer Modification Prep",6277,548,5,"Are senior staff mentors assigned to all design team members with less than two years of professional design experience?","Team",2,"35% (Concept Design)","2","CW","Civil Works","Hybrid","Design-Build","LRN","LRD","Yes",1,"Positive","Response Valued > 0.8"
489,"Replace Deteriorated Bridge Stringer",397,"Replace Deteriorated Bridge Stringer Modification Prep",6281,548,11,"Was the Total Project Cost Summary (TPCS) certified within the last two years?","Cost",2,"35% (Concept Design)","2","CW","Civil Works","Hybrid","Design-Build","LRN","LRD","No",0,"Negative","Response Valued < 0.50"
489,"Replace Deteriorated Bridge Stringer",397,"Replace Deteriorated Bridge Stringer Modification Prep",6282,548,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","Schedule",2,"35% (Concept Design)","2","CW","Civil Works","Hybrid","Design-Build","LRN","LRD","Yes",1,"Positive","Response Valued > 0.8"
489,"Replace Deteriorated Bridge Stringer",397,"Replace Deteriorated Bridge Stringer Modification Prep",6282,548,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","Cost",2,"35% (Concept Design)","2","CW","Civil Works","Hybrid","Design-Build","LRN","LRD","Yes",1,"Positive","Response Valued > 0.8"
489,"Replace Deteriorated Bridge Stringer",397,"Replace Deteriorated Bridge Stringer Modification Prep",6282,548,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","Scope",2,"35% (Concept Design)","2","CW","Civil Works","Hybrid","Design-Build","LRN","LRD","Yes",1,"Positive","Response Valued > 0.8"
142,"Buffalo South Pier",87,"Buffalo South Pier Repairs",6291,424,19,"Does the project schedule include sufficient time to complete permitting process(es)?","Schedule",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
214,"FY24 EDI MCAF ENRY200001 Rygge NO Construct DABS/FEV",152,"FY24 EDI MCAF ENRY200001 Construct DABS/FEV",6304,549,5,"Are senior staff mentors assigned to all design team members with less than two years of professional design experience?","Team",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","NAU","NAD","No",0,"Negative","Response Valued < 0.50"
214,"FY24 EDI MCAF ENRY200001 Rygge NO Construct DABS/FEV",152,"FY24 EDI MCAF ENRY200001 Construct DABS/FEV",6313,549,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","Schedule",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","NAU","NAD","Yes",1,"Positive","Response Valued > 0.8"
214,"FY24 EDI MCAF ENRY200001 Rygge NO Construct DABS/FEV",152,"FY24 EDI MCAF ENRY200001 Construct DABS/FEV",6313,549,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","QA",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","NAU","NAD","Yes",1,"Positive","Response Valued > 0.8"
214,"FY24 EDI MCAF ENRY200001 Rygge NO Construct DABS/FEV",152,"FY24 EDI MCAF ENRY200001 Construct DABS/FEV",6313,549,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","QC",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","NAU","NAD","Yes",1,"Positive","Response Valued > 0.8"
214,"FY24 EDI MCAF ENRY200001 Rygge NO Construct DABS/FEV",152,"FY24 EDI MCAF ENRY200001 Construct DABS/FEV",6316,549,20,"Is the current design team schedule in alignment with the project schedule in the Project Management Plan (PMP)?","Schedule",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","NAU","NAD","No",0,"Negative","Response Valued < 0.50"
214,"FY24 EDI MCAF ENRY200001 Rygge NO Construct DABS/FEV",152,"FY24 EDI MCAF ENRY200001 Construct DABS/FEV",6318,549,22,"Did District Quality Control (DQC) occur prior, and not concurrent with, to the Independent Technical Review (ITR)/Agency Technical Review (ATR)/Biddability, Constructability, Operability, Environmental and Sustainability (BCOES) Review?","QC",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","NAU","NAD","No",0,"Negative","Response Valued < 0.50"
475,"Lee County, VA (Section 219)",390,"Phase 1A",6348,553,4,"Does the design team have sufficient relevant design experience with projects of similar scope and complexity?","Team",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","LRN","LRD","Marginal",0.5,"Marginal","Response Valued greater than or equal to 0.50 and < 0.80"
475,"Lee County, VA (Section 219)",390,"Phase 1A",6358,553,15,"Does the project schedule include all standard practice design milestones?","Schedule",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","LRN","LRD","Yes",1,"Positive","Response Valued > 0.8"
475,"Lee County, VA (Section 219)",390,"Phase 1A",6359,553,16,"Does the project schedule include sufficient design time to accomplish all  design related milestones?","Schedule",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","LRN","LRD","Yes",1,"Positive","Response Valued > 0.8"
475,"Lee County, VA (Section 219)",390,"Phase 1A",6366,553,20,"Is the current design team schedule in alignment with the project schedule in the Project Management Plan (PMP)?","Schedule",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","LRN","LRD","Yes",1,"Positive","Response Valued > 0.8"
475,"Lee County, VA (Section 219)",390,"Phase 1A",6389,553,37,"Has there been turnover on your design or review team that may affect the team's ability to develop a quality product?","Team",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","LRN","LRD","No",1,"Positive","Response Valued > 0.8"
509,"AMC - V",412,"AMC - V",6591,558,8,"Have the relevant permitting authorities been identified and engaged on the project?","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","LRL","LRD","Yes",1,"Positive","Response Valued > 0.8"
489,"Replace Deteriorated Bridge Stringer",397,"Replace Deteriorated Bridge Stringer Modification Prep",6583,548,28,"Has a Biddability, Constructability, Operability, Environmental, and Sustainability (BCOES) review been performed in compliance with the ER?","QC",2,"35% (Concept Design)","2","CW","Civil Works","Hybrid","Design-Build","LRN","LRD","No",0,"Negative","Response Valued < 0.50"
509,"AMC - V",412,"AMC - V",6593,558,13,"Have lessons learned been evaluated and incorporated into the design?","Scope",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","LRL","LRD","Yes",1,"Positive","Response Valued > 0.8"
509,"AMC - V",412,"AMC - V",6599,558,20,"Is the current design team schedule in alignment with the project schedule in the Project Management Plan (PMP)?","Schedule",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","LRL","LRD","Yes",1,"Positive","Response Valued > 0.8"
509,"AMC - V",412,"AMC - V",6602,558,23,"Was the Quality Management Plan (QMP)/Review Plan (RP) followed for this review milestone?","QA",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","LRL","LRD","Yes",1,"Positive","Response Valued > 0.8"
509,"AMC - V",412,"AMC - V",6602,558,23,"Was the Quality Management Plan (QMP)/Review Plan (RP) followed for this review milestone?","QC",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","LRL","LRD","Yes",1,"Positive","Response Valued > 0.8"
546,"Lower Missouri Jefferson City L-142",434,"Lower Missouri Jefferson City L-142",7050,573,14,"Did the Project Delivery Team (PDT) establish design expectations by milestone and communicate those in the Project Management Plan (PMP), Architect-Engineer (A-E) contract, and/or brokered work agreement, etc.?","Scope",1,"15% (Project Initiation)","1","MILOTHER","Other","In-House","Design-Bid-Build","NWK","NWD","Yes",1,"Positive","Response Valued > 0.8"
509,"AMC - V",412,"AMC - V",6611,558,33,"Is the design maturity sufficient to generate the required Class of estimate for this milestone? (Class 3 at 35%, Class 2 at 65%, and Class 1 at 95%/100%)","Cost",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","LRL","LRD","Yes",1,"Positive","Response Valued > 0.8"
345,"CY27 ROKFC IK GSAB Hangar (AV071)",276,"Design Phase",6720,563,1,"Is there an Engineering Technical Lead (TL) assigned to the project with an active professional registration (e.g., P.E., R.A., P.L.A., P.G., etc.) or waiver from the Chief of the District's Engineering Function?","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
345,"CY27 ROKFC IK GSAB Hangar (AV071)",276,"Design Phase",6726,563,6,"Do the design and review team members have capacity to actively support  the project?","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
345,"CY27 ROKFC IK GSAB Hangar (AV071)",276,"Design Phase",6723,563,4,"Does the design team have sufficient relevant design experience with projects of similar scope and complexity?","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Marginal",0.5,"Marginal","Response Valued greater than or equal to 0.50 and < 0.80"
345,"CY27 ROKFC IK GSAB Hangar (AV071)",276,"Design Phase",6724,563,5,"Are senior staff mentors assigned to all design team members with less than two years of professional design experience?","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
345,"CY27 ROKFC IK GSAB Hangar (AV071)",276,"Design Phase",6725,563,2,"Does the design team have all the necessary members (i.e., technical disciplines) assigned given the project scope?","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","No",0,"Negative","Response Valued < 0.50"
345,"CY27 ROKFC IK GSAB Hangar (AV071)",276,"Design Phase",6728,563,8,"Have the relevant permitting authorities been identified and engaged on the project?","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","No",0,"Negative","Response Valued < 0.50"
345,"CY27 ROKFC IK GSAB Hangar (AV071)",276,"Design Phase",6730,563,13,"Have lessons learned been evaluated and incorporated into the design?","Scope",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
345,"CY27 ROKFC IK GSAB Hangar (AV071)",276,"Design Phase",6731,563,15,"Does the project schedule include all standard practice design milestones?","Schedule",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
530,"CY25 ROKFC In-Kind, A21R600, Tactical Equipment Maintenance Facility (TEMF)",422,"Design Phase",6768,564,24,"Have all computations gone through a rigorous Quality Control (QC) process (e.g., a ""red dot"" review)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
345,"CY27 ROKFC IK GSAB Hangar (AV071)",276,"Design Phase",6737,563,19,"Does the project schedule include sufficient time to complete permitting process(es)?","Schedule",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","No",0,"Negative","Response Valued < 0.50"
530,"CY25 ROKFC In-Kind, A21R600, Tactical Equipment Maintenance Facility (TEMF)",422,"Design Phase",6777,564,30,"Has the Quality Management Plan (QMP)/Review Plan (RP) been updated to respond to significant project changes?","QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
530,"CY25 ROKFC In-Kind, A21R600, Tactical Equipment Maintenance Facility (TEMF)",422,"Design Phase",6777,564,30,"Has the Quality Management Plan (QMP)/Review Plan (RP) been updated to respond to significant project changes?","QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
345,"CY27 ROKFC IK GSAB Hangar (AV071)",276,"Design Phase",6745,563,28,"Has a Biddability, Constructability, Operability, Environmental, and Sustainability (BCOES) review been performed in compliance with the ER?","QC",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","No",0,"Negative","Response Valued < 0.50"
345,"CY27 ROKFC IK GSAB Hangar (AV071)",276,"Design Phase",6746,563,32,"Did the deliverable meet established design milestone expectations?","QA",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
531,"CY26 ROKFC IN-KIND, A23R604, APS4 Humidity Controlled Warehouse",423,"Design Phase",6788,565,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","Team",4,"95% (Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
531,"CY26 ROKFC IN-KIND, A23R604, APS4 Humidity Controlled Warehouse",423,"Design Phase",6788,565,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","QA",4,"95% (Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
531,"CY26 ROKFC IN-KIND, A23R604, APS4 Humidity Controlled Warehouse",423,"Design Phase",6788,565,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","QC",4,"95% (Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
345,"CY27 ROKFC IK GSAB Hangar (AV071)",276,"Design Phase",6749,563,33,"Is the design maturity sufficient to generate the required Class of estimate for this milestone? (Class 3 at 35%, Class 2 at 65%, and Class 1 at 95%/100%)","Cost",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
345,"CY27 ROKFC IK GSAB Hangar (AV071)",276,"Design Phase",6753,563,37,"Has there been turnover on your design or review team that may affect the team's ability to develop a quality product?","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","No",1,"Positive","Response Valued > 0.8"
530,"CY25 ROKFC In-Kind, A21R600, Tactical Equipment Maintenance Facility (TEMF)",422,"Design Phase",6756,564,2,"Does the design team have all the necessary members (i.e., technical disciplines) assigned given the project scope?","Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
530,"CY25 ROKFC In-Kind, A21R600, Tactical Equipment Maintenance Facility (TEMF)",422,"Design Phase",6758,564,5,"Are senior staff mentors assigned to all design team members with less than two years of professional design experience?","Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
530,"CY25 ROKFC In-Kind, A21R600, Tactical Equipment Maintenance Facility (TEMF)",422,"Design Phase",6761,564,8,"Have the relevant permitting authorities been identified and engaged on the project?","Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
345,"CY27 ROKFC IK GSAB Hangar (AV071)",276,"Design Phase",6765,563,27,"Have all models gone through a rigorous QC process? (e.g., a ""red dot"" review, clash detection, etc.)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","No",0,"Negative","Response Valued < 0.50"
345,"CY27 ROKFC IK GSAB Hangar (AV071)",276,"Design Phase",6767,563,25,"Have all critical graphics/plans gone through a rigorous QC process (e.g., a ""red dot"" review)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","No",0,"Negative","Response Valued < 0.50"
530,"CY25 ROKFC In-Kind, A21R600, Tactical Equipment Maintenance Facility (TEMF)",422,"Design Phase",6772,564,27,"Have all models gone through a rigorous QC process? (e.g., a ""red dot"" review, clash detection, etc.)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
530,"CY25 ROKFC In-Kind, A21R600, Tactical Equipment Maintenance Facility (TEMF)",422,"Design Phase",6774,564,28,"Has a Biddability, Constructability, Operability, Environmental, and Sustainability (BCOES) review been performed in compliance with the ER?","QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
530,"CY25 ROKFC In-Kind, A21R600, Tactical Equipment Maintenance Facility (TEMF)",422,"Design Phase",6779,564,32,"Did the deliverable meet established design milestone expectations?","QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
530,"CY25 ROKFC In-Kind, A21R600, Tactical Equipment Maintenance Facility (TEMF)",422,"Design Phase",6780,564,33,"Is the design maturity sufficient to generate the required Class of estimate for this milestone? (Class 3 at 35%, Class 2 at 65%, and Class 1 at 95%/100%)","Cost",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
531,"CY26 ROKFC IN-KIND, A23R604, APS4 Humidity Controlled Warehouse",423,"Design Phase",6786,565,1,"Is there an Engineering Technical Lead (TL) assigned to the project with an active professional registration (e.g., P.E., R.A., P.L.A., P.G., etc.) or waiver from the Chief of the District's Engineering Function?","Team",4,"95% (Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
530,"CY25 ROKFC In-Kind, A21R600, Tactical Equipment Maintenance Facility (TEMF)",422,"Design Phase",6784,564,38,"What is your level of confidence in the quality of the engineering design efforts on this project?","Confidence",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Somewhat High",0.75,"Marginal","Response Valued greater than or equal to 0.50 and < 0.80"
531,"CY26 ROKFC IN-KIND, A23R604, APS4 Humidity Controlled Warehouse",423,"Design Phase",6787,565,2,"Does the design team have all the necessary members (i.e., technical disciplines) assigned given the project scope?","Team",4,"95% (Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
531,"CY26 ROKFC IN-KIND, A23R604, APS4 Humidity Controlled Warehouse",423,"Design Phase",6789,565,5,"Are senior staff mentors assigned to all design team members with less than two years of professional design experience?","Team",4,"95% (Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
531,"CY26 ROKFC IN-KIND, A23R604, APS4 Humidity Controlled Warehouse",423,"Design Phase",6793,565,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","Schedule",4,"95% (Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
531,"CY26 ROKFC IN-KIND, A23R604, APS4 Humidity Controlled Warehouse",423,"Design Phase",6793,565,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","Cost",4,"95% (Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
531,"CY26 ROKFC IN-KIND, A23R604, APS4 Humidity Controlled Warehouse",423,"Design Phase",6793,565,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","Scope",4,"95% (Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
531,"CY26 ROKFC IN-KIND, A23R604, APS4 Humidity Controlled Warehouse",423,"Design Phase",6796,565,16,"Does the project schedule include sufficient design time to accomplish all  design related milestones?","Schedule",4,"95% (Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
531,"CY26 ROKFC IN-KIND, A23R604, APS4 Humidity Controlled Warehouse",423,"Design Phase",6797,565,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","Schedule",4,"95% (Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
531,"CY26 ROKFC IN-KIND, A23R604, APS4 Humidity Controlled Warehouse",423,"Design Phase",6797,565,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","QA",4,"95% (Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
531,"CY26 ROKFC IN-KIND, A23R604, APS4 Humidity Controlled Warehouse",423,"Design Phase",6797,565,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","QC",4,"95% (Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
531,"CY26 ROKFC IN-KIND, A23R604, APS4 Humidity Controlled Warehouse",423,"Design Phase",6798,565,18,"Does the project schedule include sufficient time to complete engineering investigations and surveys (e.g., cultural, geotechnical, environmental, hazardous materials, etc.) in time to adequately inform the design?","Schedule",4,"95% (Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POF","POD","Yes",1,"Positive","Response Valued > 0.8"
